,DMRT1,FGF9,RSPO1,DHH,CTNNB1,PGD2,WT1mKTS,SRY,DKK1,WNT4,CBX2,AMH,NR0B1,NR5A1,WT1pKTS,FOXL2,UGR,SOX9,GATA4
E10_0_881,0.0414027029469856,0.0271978077528495,0.0226181504274262,0.0026626015945613,0.0017821582134634,0.0005159667635859,2.090143254741041,7.393085528599984e-05,0.0187659214238163,0.0355105740053526,1.684493552987208,0.0075859177630099,0.0187875960075215,1.515160487922988,1.524158321463742,0.0003039248286019,1.9940071478091448,0.0498844906216999,1.5164362734297472
E12_1_362,0.0109089568800667,0.041972194025037,0.0108688200168397,0.0013841942883567,0.0189431447255603,0.0117893807111544,1.0644792802503908,0.0456720259133316,0.0235732656214857,0.8289809220684285,0.7893391486051263,0.0020127309932146,0.7563549978986138,1.6852570967796292,1.1212665414710692,0.0051184844915627,0.5652481639455272,0.0617362934696719,1.8353377425066864
E136_6_008,1.959080716634703,1.8060343846570528,0.0418994972044837,1.9113880817105469,0.0674871033542843,2.427018318134795,1.810835164078532,1.7308633948915089,1.9804338795992893,0.096177126664183,0.048217144466836,1.5749449961406086,0.002757664328882,2.201091471023926,2.028673713171666,0.0226440031637549,0.062093859248943,1.8422580990023536,2.6822260778846454
E40_5_767,0.0144164161305652,0.0060727528978362,1.7254899779924182,0.0169589786259474,2.2493806525153826,0.006546563306285,1.8420132333196657,0.0003127443512541,0.0402076580968442,2.0237143563043616,0.0136918478230952,0.0426924713544508,1.7283999286660898,0.047536913849984,0.032302973287536,1.5385413707091056,0.0182557975137099,0.0368909392520604,1.5975528768272156
E42_5_847,0.0055417102453716,7.436923334532171e-05,1.7774012332314937,0.0069515803259768,2.135795011246559,0.0002674488301592,2.3325828784731337,0.0302736754749404,0.0700396477906059,2.06830955841228,0.0277135847073721,0.0158238109909915,2.132278981881414,0.0799239376868445,0.0489823468467802,1.7793204228360069,0.0042458868027547,0.001995047495703,2.226398067338182
E42_1_762,0.0064294853576732,0.0161602559763867,0.0182490948540117,0.0021618698632083,0.0082290692098759,0.0073614458257135,1.3752020105165272,0.0006951335908288,0.0749435333916912,1.5943855226144887,1.07212608880646,0.0091280888816792,1.2521207674568922,2.469752133046679,1.6217899511493723,0.0106201443656436,0.4388794681403174,0.0158170290364188,2.171113791603885
E36_2_563,0.5128011465922238,0.0009628992321359,1.3933319585071635,0.0384609481066071,0.9224543462567688,0.0133065648746501,1.9449706933034192,2.0712198192039244,0.4547772449743415,1.9304964706705188,0.2351739911417289,0.0096263415938612,2.256233275124152,1.8288351286163824,2.3414192226523527,0.0585947254868344,0.0684590639052842,0.2173071562365698,1.3448898120699189
E120_2_483,1.4532463009673446,0.0307836684331886,1.8840657060687624,0.0099434660628141,0.1503104161573011,0.0260183656761211,2.0071908270469256,1.3535597551254974,1.9447184030448617,1.932675243270249,0.0129467019269701,0.0063983724909231,1.8922372439940665,0.0416500109619255,2.4025327126865816,0.0100451070128847,0.0137374933898831,0.040875299672728,1.8028080214736484
E112_1_282,0.0178847860797981,0.0092907516321249,0.0013800422752497,0.0412017136351593,0.0002199651600063,2.8139159283568763e-05,1.8996600160029435,0.3524535657903204,0.0794539967467225,0.5641784094307443,2.2452672255513915,0.0252670549143505,0.4434998113894913,1.8323187431399155,2.2562703096745453,0.0368936605262661,1.0030542073733113,0.0603817727396784,2.200245107719914
E133_3_444,0.0405228532854306,0.0003514551543603,2.186654760579993,0.0013261368822681,1.4293081352590655,0.002299682924316,1.6248720002113708,0.0557917423443801,0.0814174546846324,1.5776597077496326,0.0004887613915314,0.0542932724313561,1.950568527994714,0.3312523694608734,1.807171008349644,0.0593888717517202,0.0658056020301983,0.0134065047661469,1.6444215386960586
E36_3_925,1.8300418971250425,0.0075363646814387,0.2888364051694733,0.002508500603603,0.221725006421568,0.0095146473362541,2.6429977061923373,1.8100363544335192,1.5501556725410035,0.0788347804717858,0.1114765318750795,0.0144976967935214,1.7315470513323603,0.0110836702031769,2.217528735959599,0.0020517797740333,0.0286505663672321,0.0159852773339533,2.050903863125888
E112_4_486,2.2762684624328418,1.6851523310278085,0.0017499936773244,1.7996956139068354,0.0098451205637972,1.8761985004748816,2.074974142913553,1.7868334964014403,1.931867349077791,0.0689393701667033,0.0028642180148377,2.030415107897675,0.0043352444057635,2.1173011229210337,1.87881709667858,0.0207810636561469,0.0274083464565345,2.093731946180742,2.0737882168848603
E31_3_284,2.2523945438765347,0.0171196709827014,0.3895583417093739,0.0123797838158454,0.219741403181501,0.0345104297267056,2.4854626619573605,2.0737777094148737,1.6236961971736104,0.7446990702347505,0.0124712397679304,0.0055918432458466,2.3051298900679584,1.0544180960565364,2.650705253414316,0.0100064722087762,0.0009809763015243,0.7170942406551138,1.8581088859922024
E70_0_481,0.0226895741497504,0.0380802975614118,0.0055323253573345,0.0016126825634744,0.0037837226173028,0.0129128258897728,2.1062130783776585,0.0549347158875022,0.0560840487804068,0.0874077606871698,1.5378059389602905,0.0087876010472725,0.0003591027244121,1.8416748633848163,1.6536141050994373,0.0004179141312021,2.3193403049378656,0.0583492722294529,1.5759618066801673
E101_4_966,2.1565842164365896,1.9095270760098688,0.0056551988986354,1.7609643174593852,0.026561188642584,1.271860793720339,1.8236160506338983,2.0518338332167905,2.677606380453496,0.0434015093945844,0.0037126631840872,1.948804224294996,0.310652222766043,2.0170178554760843,1.6952382435219109,0.0359328746526264,0.0934896441326303,1.6363389109160649,1.8197413289814257
E15_6_648,2.302817332579915,1.7667974424383666,0.0358184480387678,1.811998679475537,0.0089868745368205,1.9140882457558333,2.634998040678396,1.6410126068689743,2.0951455557677217,0.0051309061998723,0.0470302313981535,2.5696368956984683,0.3049206228308171,2.417092685960702,1.8118843482887648,0.0146758771043737,0.0209713654972906,1.678417653529406,2.2714517183410554
E133_1_041,0.01618416869924,0.0741848180883632,0.0649615989371885,0.0617233022706283,0.018299978340833,0.0202039318436915,1.2754622228189962,0.0025354305068637,0.0003716890421011,0.0299254748257731,1.10385165919266,0.0016251543650072,0.0095771626033123,1.4102687528113669,1.211618234506466,0.0368416334513835,1.8506455270350848,0.0245344491777394,1.2357704056409111
E51_4_566,1.4936090545991392,0.0057848635212529,0.0550916119400517,0.0068778405551849,0.0711164414835553,0.0433326586441781,2.061621916386365,1.7180084826638833,2.4221570071719096,0.0694679615367606,0.0009177760794524,0.0023685645225204,1.990169458288812,0.5563299323351042,1.985930478545555,0.0130246418302605,0.0065656049894917,1.0445782046462675,1.930931916224064
E80_4_646,0.0092518624700533,0.0042924779265702,2.088383884546908,0.0082004990550766,1.7074275148696785,0.0267925468186908,1.933410900122716,0.0009003161069212,0.0160368301352967,2.0994755744774314,0.0103858978035215,0.0013544659286327,1.7754588167389382,0.0096077834469543,0.0359360193162572,1.7463533781350906,0.015874931353268,0.0392938594835389,2.035855490752948
E31_3_044,1.9194073685103288,0.0030531656453075,0.5220387926046511,0.0019070168741437,0.0487512522862642,0.0041484763400232,2.2697183862378885,1.909419821731679,1.9035884163515149,0.3977208576259289,0.0125939545908187,0.0166451000322345,1.8324862248815457,0.0099957103388406,2.4759941588956087,0.0005566682585641,0.0114309458695769,0.0296978472396582,2.0379455155058546
E123_4_646,0.0421427571763335,0.0012118160067306,2.102632472534013,0.0005291355124282,1.6481143592718093,0.0018782650398779,1.9536100984082228,0.0277938617680941,0.0090919277720172,2.1888064058117416,0.0620731312986398,0.0022004228182086,1.6187661328499794,0.0138519026618488,0.0070609666087574,2.3611199860647654,0.0047389299422638,0.0055343547322301,2.223387157634516
E31_4_486,2.206818743627169,1.8659162385653507,0.0125989334672255,2.1187643405329464,0.0098445160523315,1.9847017491892205,1.8904503665525785,1.9653444647454896,2.1551004431563614,0.020470625610041,0.0142868605838765,1.936050227509648,0.2432258728384148,2.096348204976017,2.089197479890272,0.0136282284154698,0.0061585387951029,1.7005419652746447,1.8284190949893893
E86_3_925,0.0324988412074692,0.0104950877745655,1.9355217162791831,0.0003809401430268,2.0192967654705685,0.0095683170269122,2.169802860599648,0.0149500307124815,0.0856429560396606,1.5670541835248513,0.1454999924553022,0.003019780394217,2.2766378922527606,0.050732854280949,0.5427365285580081,1.3787831933240835,0.0027986605535343,0.0031358559360982,1.5338557383330529
E12_3_925,0.0815901589378899,0.0034218681322388,1.909082103462539,0.0124909581148503,2.5240518226767312,0.0059038152381781,1.647216226936662,0.0061372410454184,0.0325934811370029,2.1102154410597422,0.0106417056295642,0.014662802787067,2.1848636267146,0.0068761588589663,0.0057571331100831,2.4020081113085485,0.034052515802045,0.0088385174825411,2.0255077806661297
E85_1_362,0.0232755736010299,0.0463915864169536,0.0007554438336991,0.0566552240036177,0.0102411107883095,0.0059307679093375,1.7337970193234271,0.2477802484557237,0.00873642476838,0.254382323153798,1.70201383864811,0.0198903176311861,1.4617292756654918,1.815423421618236,2.127277023610357,0.0030197883143371,0.9670547919495917,0.0134820472073114,2.2882683542580384
E112_7_61,1.384561046671306,1.9544929471583448,0.0365798865690666,1.7272339939232364,0.0027578412415017,1.9600846247715464,2.140100873177636,2.194607614880572,2.1431433062058445,0.0304652759381653,0.0005340378862733,2.086613969385175,0.0454361041676413,1.8331896460757893,1.6732458288857357,0.0198197958644833,0.0312187620452794,1.5177113527832664,2.1698163003966995
E54_0_32,0.008326014877629,0.0146982269378405,0.0047772967830714,0.001774256893846,0.016810261155172,0.0049541522966551,0.9112224142353356,0.0116520327622079,0.0070560137498592,0.0125003324827454,1.5931399963617174,0.0049182834864139,0.0755650580529311,1.0528864514409189,1.1501932660117271,0.0028208430176961,1.4272831315768582,0.0043542680177105,1.3393837250709189
E107_7_209,1.9382281268260653,2.079083148639844,0.0336085606796482,1.9299856770363453,0.0130745425023792,2.390378164216103,2.071446318386093,1.8044736196092208,2.511830744900973,0.0666996467740502,0.0881049525478423,1.435075783406934,0.0890459622681673,2.068500520811156,2.3865575553476104,0.0037305870268184,0.2178132033604044,2.3504470183798376,1.907090040173543
E4_0_721,0.0059890086248661,0.0471043651360672,0.0770917600254408,0.0097511523247178,0.0288569825009491,0.0008740378013199,2.269795421719255,0.0383048862815523,0.0413480559137089,0.2104900388129108,1.8892738432808969,0.0020491913312586,0.5799943489076405,2.276994406839504,2.011166407038836,0.0042589997455356,1.3055619449854092,0.0393953123412219,1.852539851197286
E56_0_16,0.0012300922040414,0.1166411015568184,0.0101019230931783,0.0268268984607884,0.0016901932249883,0.0006624633558495,0.281764999610442,0.0017576779635877,0.0029120340693198,0.0025593331546682,0.4894971280240546,0.011759599788393,0.005158589423357,0.5261429770457983,0.4052159228005681,0.020905454649508,0.6391470838926038,0.0461677373693058,0.6230845105434724
E109_1_282,0.017027797954312,0.0080723046126592,0.004170551510668,0.1458348638571718,0.0182792077554382,0.0006803033653723,1.9974048654086087,1.4080220334662303,0.008233648352633,1.681607648396943,2.0963720679728866,0.001295521909303,1.9425214175977257,2.5395271885955166,1.9271881914297595,0.0229182754154503,0.1666499152593455,0.0208202315132021,1.828181452660872
E36_0_16,0.0019276408991202,0.0047027587559365,0.0135295320390726,0.0662183480812547,0.0005173803056464,0.0231449593863721,1.2077881892021405,0.0046870228871303,0.0042655561583635,0.0533581291284429,1.222655098106986,0.0043028169595106,0.0165768072727446,1.2997339961182337,1.0885838652761728,0.000372868877874,1.615678605163041,0.0328007092878984,1.480909142665077
E88_7_61,2.16618134514394,2.072525160896588,0.0016030214138005,2.4889678900195658,0.0010076365972008,2.8164958262027926,2.015689413389999,2.497371635799749,1.5732300095755851,0.0056572731943102,0.0123132135732527,1.9767099799899848,0.0007568851045621,1.8497820656108603,2.271331700218873,0.0239981516021618,0.0275152649551133,2.0876586606376395,2.107396504867648
E131_1_121,0.0061041014477365,0.0620509230023469,0.0006119410281525,0.0186957879487825,0.0020130873980997,0.0071132153485923,1.036634681927712,0.0226794438401442,0.000995513040596,0.0127185862117835,1.0446747730183326,0.0830930109460815,0.0615813339995694,0.8857825888976308,1.124776029696673,0.0037727899472584,1.5202184877663572,0.0126993465980468,1.2064313579931865
E16_4_245,0.0056844352857957,0.0048067052464562,1.6985974348281785,0.0011086448768341,1.8890614577350635,0.0616199871652478,1.8938687244372423,0.0268934636568293,0.0393788989905282,2.1584753433691097,0.1725493737043507,0.1850163551728749,2.143333771123152,0.0190349078802701,0.0295525116976921,1.4617160702822254,0.0055709703689381,0.0023739427072316,2.258448610462485
E37_0_08,0.0221120407112628,0.0035507877251498,0.0007952772925382,0.0045528752089978,0.0137955553711163,0.0019005333003742,0.6134533523244108,0.050964806554142,0.0295255209714411,0.0084962305917576,0.5381565931709978,0.0101514911997124,0.0034647349650659,0.651114231791898,0.4088116932122205,0.0183286503775073,0.8709841437414241,0.0263054232526636,0.5387424803038394
E101_6_728,2.120181839268686,1.4294506723594789,0.0020557770068596,1.5193354599537938,0.0193571201599007,1.9210435028811976,1.983296147342376,2.443364272610014,1.8449039352340264,0.0628171267882907,0.026191955231895,1.7126540974456943,0.001624348932163,1.4647568948576766,2.305138618639026,0.0850961607751626,0.0038281327564475,1.7323923534768868,2.1221582457628827
E85_6_969,2.1662642058074337,2.1499708112742533,0.0181965033730828,1.886506257603587,0.0024961264059033,2.022295539262344,1.8476515519049344,1.806125485614321,1.7854455915156546,0.0856987587104282,0.0012088445971979,1.5494516381338717,0.0214943110732532,1.9895959891247657,2.5897090210657137,0.0393924939107128,0.0164853805434449,2.6884171133160764,1.8413490648129889
E88_1_922,1.029400098726004,0.0159999229451651,1.13091613821144,0.2033919460976205,0.8924522333517879,0.0040535644060226,1.5905659332381537,1.192933463906543,0.6688110738616725,1.860875072667336,0.3704529758040229,0.0067388067338363,2.21860218599215,1.2896360083609784,1.7311190785537602,0.0042776344124105,0.0175547308442629,0.1084865137961823,1.5515547912777066
E109_3_605,2.0880136435627064,0.0057782918607982,0.0140696644721386,0.014911599739962,0.0280650491611859,0.0158373978264234,2.297339266956492,1.9643669921769595,2.2080773880500018,0.0678526657967706,0.0016397879726215,0.0003963394634808,2.042890397041103,0.0609377519465582,2.117478393723885,0.0169757822508957,0.0299189894993332,0.0973253230976849,2.2024343378059794
E10_5_447,0.0782723103905088,0.0027696801418644,2.0734027879780244,0.0160665769932052,1.9992165223382776,0.0426271687946706,1.9708448985489264,0.0023917274291771,0.0081691585915981,1.915392334862084,0.0008146849889924,0.0629004077773108,1.965292015946308,0.007385198670523,0.0066652052246293,2.254595824812277,0.0015635761645653,0.0311489833629378,1.8005830361056243
E136_3_685,1.8136391044905151,0.3357665951935649,0.0048320227138142,0.45567068378628,0.0027100567071186,0.2937024917190613,1.8542800331117912,1.818905555018512,1.9426681665088883,0.0077178234314421,0.0010241545454553,0.3774070077171073,1.63151564030298,1.7645918302183417,2.046799256796175,0.0023715976335845,0.0033508297934924,2.4627041876574207,2.0592125776001806
E120_0_881,0.0241270153676568,0.0069969109938525,0.0042529480887946,0.0124368910438723,0.0182027243004107,0.0169103377767351,1.5597835750626474,0.0429512906051357,0.0068500068328051,0.07971360090657,1.4206302136943405,0.011151524751045,0.4280028563181285,1.3497369564734178,1.8602730915274344,0.0057926641538696,1.929009313710729,0.0157232854037971,1.4693251824575608
E47_6_889,0.0013100023327805,0.0095151932728655,1.6771853087029904,0.0019427235285827,2.660278213266106,0.0011418302676055,1.5617680747827547,0.0529795132619869,0.0035762027125964,1.874996699019429,0.0077981046854932,0.0790597722088723,1.7507931258675586,0.0241128808439384,0.0131300008369916,2.6082523571071183,0.0137301725896536,0.0280962564883482,2.787390538509149
E78_1_202,0.0003037492014408,0.0145756500779085,0.0148584612553362,0.019468454288023,0.0101447976241965,0.0246127909592154,2.6247676127742405,0.0051943637010203,0.002276607457674,0.1154569997336057,1.969091061557669,0.0284357017362112,1.5886091636848705,2.047959163601479,2.5371923972901853,0.0015511998942083,1.9267274156244656,0.037325459647708,2.301931853275896
E1_0_32,0.0159187079801276,0.0147519163054169,0.0238961872423914,0.0118058190887718,0.0039056703489747,0.0366488425089726,1.0612941756663292,0.0380932207304718,0.0132829531947835,0.0163582245384408,1.0137719678370538,0.0430222404647656,0.0071573194055846,1.161029609017285,1.2358439897963354,0.0121905890237592,1.4974527643296809,0.0075927006383508,0.9927845099390294
E2_6_168,0.0054155077075328,0.004896132411178,2.169537106859425,0.0008159714712595,1.5066658072703305,0.0152077085210869,1.914755389492903,0.0671201784655765,0.0047262541209542,1.417186331925488,0.005089369707775,0.0175304554630982,2.053786067959221,0.0214635938724368,0.0109490672855996,2.120827548581888,0.0219766400246475,0.0209039698723481,2.39681148790606
E79_4_245,0.0049304768923553,0.0026032230866741,2.2303956794149893,0.0159268037997155,2.2658622127318244,0.0360264988635857,1.6653466518276778,0.0005408145561077,0.0079780543572987,2.318391556708638,0.030637039870982,0.0068628479403868,1.5996364056387748,0.0056241272587671,0.0425146770520151,2.149613420623886,0.0163978252702006,0.0110012746424485,1.9526262432925463
E112_1_362,0.0097564822086858,0.0014397250766449,0.0081624944048249,0.0317910887615628,0.0025435726138333,0.0040560027377666,2.322560807731404,0.6643825532068288,0.0973224885721229,0.5092257586798432,2.0770713576661533,0.0058309623995432,0.8818872260802005,1.6725007658054696,2.215101927362676,0.0084965441312064,0.3823736792011891,0.0015053909264982,1.6371401480561556
E86_2_723,0.0007571166791241,0.0234939951173861,2.1860847927331792,0.0140612343460576,1.50676500785751,0.0490275420008929,2.394769406321224,0.0079180001293741,0.0058267505303472,1.7900832949454162,0.0093426566683331,0.0021253438452036,1.8685219364151668,0.0008445766246312,1.8752868758240384,0.96008073796158,0.0024083036580189,0.0065523482111224,2.0707224218592057
E12_4_325,0.02517253817864,0.0354627962458167,1.977255951047021,0.0038053893731776,2.093114438952896,0.0059635385659469,2.010460310673635,0.0213671866115933,0.0564774653165734,2.0303027464902232,9.12177728728046e-05,0.0147633156035904,1.993846891523689,0.0780430433665161,0.1314449507801691,2.117780250124428,0.0562843077668215,0.0131752163223542,1.9327647345535044
E107_6_488,2.0087796027226275,1.4147034058288828,0.021179066841165,1.1046719245536092,0.011408827213811,1.293560724736993,1.69531069833132,2.46682042982994,2.3779475456548056,0.0026821332216784,0.0095256324721359,1.149456024738455,0.8389963650203791,2.4778701610683727,1.9740087098186148,0.022462355854133,7.006810710764009e-05,1.528557541482226,2.472162045038196
E17_6_728,0.0004089458591441,0.0337390867397931,2.144845342650167,0.0395825955727698,1.7222726732502047,0.0116849057021749,2.1238819611841206,0.0424255591957155,0.003088787800883,1.8992937204802265,0.0616219379827616,0.0220670694734314,2.9510928569551904,0.0194936949402477,0.0396678779984112,2.2786922643048846,0.0299186118579692,0.0024788577071032,2.1136262018780694
E119_1_282,0.0247988141575446,0.0285040641571111,0.0234723541917306,0.0138312710289291,0.010769751269179,0.0441576053519467,1.4256038188397089,0.111742529324346,0.0220713004048196,0.8685080743725231,1.6985990820550425,0.0010488227825311,0.7759096914891614,1.3471911852403824,1.4704495481655546,0.0621565786007794,1.4911897005080637,0.0104814138504247,2.168227453219887
E126_7_85,0.0007076581629573,0.0097633368049653,2.2420151416872858,0.0123310618629045,1.6987856529867855,0.021852880020875,1.803719675577875,0.0052579357341094,0.0094134676228599,2.19804911231862,0.0080356564477329,0.0209533676061639,1.939216806120992,0.0594459002938973,0.1453308091143352,2.025273215009196,0.0415222725262628,0.0003207712286102,1.820498930469895
E136_4_406,1.5055320644957235,2.0946198774567613,0.0047881293680141,1.6941186023638124,0.0094558689442833,1.6447508734807077,2.4958687503990653,2.4427418511470487,1.9268516048057045,0.0009460419426977,0.0006790808117913,1.499926936493707,0.0676141819552196,1.6476615772248386,2.1645994057419973,0.040012363926596,0.050466239134447,1.7353954111375094,2.09449578355616
E106_7_049,0.0028923832005018,0.0192708656578283,1.7558957312296966,0.0633746984077974,2.1092871820766543,0.0021046740068199,1.5150863086472368,0.0043719525268879,0.0410301636651086,2.0219198934293225,0.0307705860574232,0.0103373916429741,2.033765535556053,0.0185272339982862,0.0014241618331767,2.3174452191875123,0.0909385079188875,0.0288225917067612,1.4809264449819215
E65_1_602,0.0226189069567519,0.0461049509957903,0.0006405842858277,0.0614134223263898,0.0006075921561393,0.0129305197974975,2.0674556545660265,1.1043355089121558,0.0349113105350597,1.782015685218227,1.6122406519773909,0.0013686238746262,1.4372987747096193,1.92226319729081,1.7745859747053183,0.0113749091794235,0.7021927823787801,0.0139608279315126,1.256929846699579
E128_2_243,0.0271900897475339,0.049879604538522,2.3328798333364342,0.0010496840348911,2.159791036972611,0.0022324326777388,2.245225103770325,0.0251869474300652,0.0025373021995264,2.103672460673911,0.0125833307033015,0.037014718248478,2.4561999481684085,0.3935521768776076,2.106690729529687,0.0150010201239091,0.0351272935494741,0.0033036403259907,2.307271383373111
E84_6_809,0.0022137931869743,0.0204931140500718,2.727980338697533,0.0578632846394519,2.1626415354962845,0.0007732394346857,1.798453427836795,0.0499101657129186,0.0038567806687927,1.8674837183298791,0.0188333193329998,0.0141822711181616,1.98121865633268,0.0159585762821317,0.0696675450691213,1.9890956943799245,0.0097025507848511,0.0173006623180011,2.7256712450394547
E136_2_723,2.2367570659468363,0.0061005692107609,1.0969413654797373,0.0080891810646471,0.0213109674056435,0.0083434708595093,2.3057345411879515,1.8313666313054755,2.022755947229673,1.0399358325152734,0.0337765292038699,0.0162956900691517,2.422218108105952,0.0369070971774896,1.4603138332713756,0.0049764766567656,0.0024904012771742,0.0015565207995804,2.567690196869592
E123_0_24,0.0004064694778266,0.0093598402115837,0.0089201396111206,0.0499843679878784,0.009872703130869,0.0034359249854467,1.198928550520677,0.0203996059074542,0.0015290381114136,0.0219198038862628,1.29223891676201,0.0096309270296048,0.0032007653467136,1.2546434165489453,1.4579966839775222,0.0027244440732422,1.5527588868912787,0.0218747055145901,1.3455335872596828
E101_5_447,1.9624326709755369,1.8587511255702889,0.0208228284545646,2.192677547536335,0.0251462729298205,2.3471241278237653,2.2404194829552084,1.649146346002092,2.2814030727400127,0.0202919059872858,0.0555731977177769,1.7154008456628975,0.1140364054523888,1.819923232448424,2.100498254324096,0.0116673878533532,0.0074543074106479,1.6422395148499689,1.636891539417877
E16_0_801,0.0536015323873951,0.0181996183609748,0.0024653010938802,0.0420748311519284,0.0260155044936086,0.0184889720239491,1.558100242927548,0.0296402487739185,0.0090475430393944,0.0989396147346719,2.253742801969077,0.0059720153019468,0.1268780853124471,2.3950299901467047,1.7710739533071376,0.0517398547517733,1.8179061754057009,0.0016474224221516,2.549208846421916
E101_5_527,1.888690950438448,1.6677076519770928,0.0444719982838527,1.4650487218298671,0.0029362184542764,2.347847044796356,2.301220610862664,2.079522653942868,2.557494912907856,0.0087431008218254,0.0434560534173511,1.4587075775817389,0.1567840556882678,1.459366316500785,1.952702431924392,0.0601474460838062,0.0145588861470541,1.5914986459060028,1.4343332299613492
